EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition,BusinessTravel,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,MeanWorkingHours,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
-1.738009173574792,0.252402805817857,1.1573587767684064,-1.0755181485783125,-0.43907606941114685,-0.16128246268353508,-0.3949926788470682,-0.8912815128403949,-0.9642772615437696,1.405192531999883,-0.6772261649122707,-1.1497252792175117,-0.9319389239717075,-1.3204420283381093,2.4835201346619415,-0.9802719946529477,-0.67792564628431,-1.1590673860966432,0.3815504674954613,-0.42657720795717985,-0.33495096390207285,-0.13768567816430283,1.1978652208002025,-0.34988904532079856,-0.6815993373498461,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,-1.3711699992263173,1.5132670110300321,3.225807735090015,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,-0.5346823051720665,-0.2436682788258197
-1.7372229913641488,0.252402805817857,-0.6579404171415508,1.75046904291985,2.277509683780122,1.7181608694010182,0.09907132203792736,-1.8672200168418458,-0.9642772615437696,-0.49255696324637976,-1.0779517062804782,2.126858417215914,0.23979715002780785,-0.6785231659207677,0.1579241897476671,-0.32958203216334053,-0.36837055665677115,-0.037178863819644685,-1.0255395927365147,2.344241514423294,-0.0003058557922233433,-0.13768567816430283,1.1978652208002025,-0.34988904532079856,-0.6815993373498461,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,2.0014546514396723,-0.5346823051720665,-0.2436682788258197
-1.7364368091535054,-0.6619460273892065,-0.6579404171415508,-2.488511744327394,-0.43907606941114685,1.7181608694010182,0.9636833235866695,1.0605954951625067,1.7469643849066723,2.7257727789439614,-0.6772261649122707,-0.05753071373970306,2.5832692980268384,-0.806906938404236,-0.6172744585570911,-0.32958203216334053,-0.67792564628431,-0.3176509943888943,0.3815504674954613,-0.42657720795717985,-0.37560288677139686,-0.13768567816430283,-0.8348184609049557,-0.34988904532079856,-0.6815993373498461,4.140466147139934,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,1.8702694858738393,-0.2436682788258197
-1.735650626942862,1.1667516390249206,1.1573587767684064,0.3374754471707687,-0.43907606941114685,-2.0407257947680884,-0.8890566797320637,2.0365339991639577,0.8432171694231917,0.38584573803709266,0.12422491782414437,-1.1497252792175117,2.5832692980268384,0.22016324146351068,1.7083214863571834,0.15843543970386476,1.4889599811084617,0.24329326674960494,-1.0255395927365147,-0.42657720795717985,-0.3957730680409575,-0.13768567816430283,1.1978652208002025,-0.34988904532079856,-0.6815993373498461,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,5.188648949589664,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,-0.5346823051720665,-0.2436682788258197
-1.7348644447322186,1.1667516390249206,-1.5655900140965293,0.3374754471707687,-0.43907606941114685,-0.16128246268353508,0.09907132203792736,-1.8672200168418458,-0.9642772615437696,-0.885202120378658,0.524950459192352,-0.8766766378480596,1.411533224027323,-0.2933718484703627,-0.6172744585570911,-0.1669095415409388,-0.67792564628431,-0.037178863819644685,0.3815504674954613,-0.42657720795717985,0.421313998582628,-0.13768567816430283,-0.8348184609049557,-0.34988904532079856,1.467137576582953,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,1.8702694858738393,-0.2436682788258197
-1.7340782625215752,0.252402805817857,-0.6579404171415508,-1.0755181485783125,-0.43907606941114685,-0.16128246268353508,-0.14796067840457042,0.08465699116105592,1.7469643849066723,-0.5176420355482796,0.12422491782414437,-0.6036279964786074,-0.9319389239717075,2.1459198287155354,1.7083214863571834,-0.004237050918537007,1.4889599811084617,0.8042375278881042,0.3815504674954613,-0.42657720795717985,2.221816959186378,-0.13768567816430283,1.1978652208002025,-0.34988904532079856,-0.6815993373498461,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,4.159071091052127,-0.4996366014491946,-0.5346823051720665,-0.2436682788258197
-1.7332920803109317,-1.57629486059627,0.24970917981342783,-2.488511744327394,2.277509683780122,-0.16128246268353508,0.22258732225917624,-0.8912815128403949,-0.06053004606028892,-0.14731834105752228,-0.2765006235440632,1.3077124931075579,0.23979715002780785,-0.806906938404236,-0.6172744585570911,-1.1429444852753494,-0.67792564628431,-1.1590673860966432,0.3815504674954613,2.344241514423294,-0.6497835150998793,-0.13768567816430283,-0.8348184609049557,-0.34988904532079856,1.467137576582953,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,1.8702694858738393,-0.2436682788258197
-1.7325058981002885,-1.57629486059627,-0.6579404171415508,0.3374754471707687,-0.43907606941114685,-0.16128246268353508,1.0871993238079185,0.08465699116105592,-0.06053004606028892,-0.7149212482276267,-0.2765006235440632,1.8538097758464622,2.5832692980268384,-0.16498807598689433,-0.6172744585570911,-1.1429444852753494,-0.67792564628431,-1.1590673860966432,0.3815504674954613,2.344241514423294,-0.5651873476998661,-0.13768567816430283,1.1978652208002025,-0.34988904532079856,-0.6815993373498461,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,1.8702694858738393,-0.2436682788258197
-1.7317197158896451,-0.6619460273892065,1.1573587767684064,0.3374754471707687,-0.43907606941114685,-0.16128246268353508,-1.0125726799533126,0.08465699116105592,0.8432171694231917,-0.9485525572088794,-1.0779517062804782,1.58076113447701,-0.9319389239717075,-0.16498807598689433,-0.6172744585570911,0.32110793032626656,1.4889599811084617,1.0847096584573537,0.3815504674954613,2.344241514423294,-0.47452664172189774,-0.13768567816430283,1.1978652208002025,-0.34988904532079856,-0.6815993373498461,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,2.1634040401531847,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,-0.5346823051720665,-0.2436682788258197
-1.7309335336790017,-0.6619460273892065,-1.5655900140965293,0.3374754471707687,-0.43907606941114685,-2.0407257947680884,-0.2714766786258193,1.0605954951625067,1.7469643849066723,1.4791722367546383,-0.6772261649122707,-0.6036279964786074,0.23979715002780785,-0.6785231659207677,-0.6172744585570911,-0.1669095415409388,-0.36837055665677115,0.24329326674960494,0.3815504674954613,-0.42657720795717985,-0.4976047194066853,-0.13768567816430283,-0.8348184609049557,-0.34988904532079856,1.467137576582953,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,2.1634040401531847,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,-0.5346823051720665,-0.2436682788258197
-1.7301473514683583,0.252402805817857,1.1573587767684064,0.3374754471707687,-0.43907606941114685,-0.16128246268353508,0.9636833235866695,-0.8912815128403949,-0.06053004606028892,0.3156925697351696,-1.0779517062804782,-0.6036279964786074,1.411533224027323,1.2472334213312575,-0.6172744585570911,2.110505327172686,0.5602947122258453,1.645653919595853,-1.0255395927365147,-0.42657720795717985,0.6134579443742687,-0.13768567816430283,-0.8348184609049557,-0.34988904532079856,1.467137576582953,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,2.1634040401531847,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,-0.5346823051720665,-0.2436682788258197
-1.7285749870470717,1.1667516390249206,-1.5655900140965293,0.3374754471707687,-0.43907606941114685,-0.16128246268353508,0.5931353229229229,1.0605954951625067,-0.9642772615437696,-0.20577931464245813,-1.0779517062804782,0.4885665689992013,-0.9319389239717075,3.3013737810667507,-0.6172744585570911,4.713265177131115,0.5602947122258453,2.487070311303602,0.3815504674954613,-0.42657720795717985,0.9293884944777101,-0.13768567816430283,1.1978652208002025,-0.34988904532079856,-0.6815993373498461,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,1.8702694858738393,-0.2436682788258197
-1.7277888048364283,-1.57629486059627,-0.6579404171415508,-1.0755181485783125,2.277509683780122,-2.0407257947680884,-1.0125726799533126,-1.8672200168418458,-0.9642772615437696,-0.15816019434054676,-0.6772261649122707,-1.1497252792175117,1.411533224027323,-0.16498807598689433,0.9331228380524252,0.4837804209486683,2.1080701603635394,1.3651817890266034,-1.0255395927365147,-0.42657720795717985,1.167464138196737,-0.13768567816430283,-0.8348184609049557,-0.34988904532079856,1.467137576582953,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,2.0014546514396723,-0.5346823051720665,-0.2436682788258197
-1.7270026226257849,1.1667516390249206,1.1573587767684064,-1.0755181485783125,-0.43907606941114685,-0.16128246268353508,-1.0125726799533126,0.08465699116105592,-0.9642772615437696,-0.8320557807559891,-0.6772261649122707,-0.33057935510915526,-0.9319389239717075,-0.806906938404236,-0.6172744585570911,-0.32958203216334053,-0.67792564628431,-0.037178863819644685,0.3815504674954613,-0.42657720795717985,-1.0678380137605545,-0.13768567816430283,1.1978652208002025,-0.34988904532079856,-0.6815993373498461,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,3.0314309261000223,-0.240438304156765,-0.4996366014491946,-0.5346823051720665,-0.2436682788258197
-1.7262164404151414,0.252402805817857,1.1573587767684064,1.75046904291985,-0.43907606941114685,-0.16128246268353508,-1.0125726799533126,0.08465699116105592,-0.06053004606028892,-0.24659570347266788,0.524950459192352,-1.1497252792175117,-0.9319389239717075,-0.5501393934372993,-0.6172744585570911,-0.32958203216334053,-0.67792564628431,-0.8785952555273935,0.3815504674954613,-0.42657720795717985,-0.7014681912750175,-0.13768567816430283,1.1978652208002025,-0.34988904532079856,-0.6815993373498461,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,3.225807735090015,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,-0.5346823051720665,-0.2436682788258197
-1.725430258204498,1.1667516390249206,0.24970917981342783,1.75046904291985,-0.43907606941114685,-0.16128246268353508,-0.7655406795108148,-0.8912815128403949,-0.9642772615437696,-0.4874549146426036,-0.6772261649122707,-0.8766766378480596,2.5832692980268384,-1.0636744833711727,0.1579241897476671,-0.6549270134081441,-0.36837055665677115,-1.1590673860966432,-1.0255395927365147,-0.42657720795717985,-0.9625884115680582,-0.13768567816430283,1.1978652208002025,-0.34988904532079856,-0.6815993373498461,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,2.1634040401531847,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,-0.5346823051720665,-0.2436682788258197
-1.7246440759938546,-1.57629486059627,1.1573587767684064,0.3374754471707687,-0.43907606941114685,-2.0407257947680884,-1.0125726799533126,0.08465699116105592,-0.06053004606028892,-0.5057372554728017,-0.2765006235440632,-0.6036279964786074,0.23979715002780785,0.47693078643044734,-0.6172744585570911,-0.32958203216334053,-0.67792564628431,-0.5981231249581439,0.3815504674954613,-0.42657720795717985,2.676644789616459,-0.13768567816430283,-0.8348184609049557,-0.34988904532079856,1.467137576582953,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,0.7293041713020635,-0.6608219122673745,-0.3099998766578985,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,1.8702694858738393,-0.2436682788258197
-1.7238578937832114,-0.6619460273892065,-0.6579404171415508,-1.0755181485783125,-0.43907606941114685,-0.16128246268353508,-0.2714766786258193,1.0605954951625067,-0.9642772615437696,-0.8647939259635531,1.7271270832969747,0.2155179276297491,-0.9319389239717075,-0.16498807598689433,1.7083214863571834,-0.004237050918537007,1.1794048914809228,-0.5981231249581439,-1.0255395927365147,-0.42657720795717985,-0.6241233393021468,-0.13768567816430283,1.1978652208002025,-0.34988904532079856,-0.6815993373498461,-0.2415186996978007,-0.31314412676379527,-0.21262989681359404,-1.3711699992263173,1.5132670110300321,-0.3099998766578985,-0.1927283980310681,-0.46223450702680235,-0.27337029313864253,-0.32987721784791374,-0.240438304156765,-0.4996366014491946,-0.5346823051720665,4.1039400155767725
